files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.04  T=0.49 s (423.5 files/s 102013.8 lines/s)"
15,JSON,1,0,32285
136,C#,1591,829,6293
16,XAML,354,51,3556
16,XML,0,0,3290
7,Text,0,0,374
3,INI,50,0,282
4,Markdown,77,11,235
1,Properties,7,0,187
2,MSBuild script,12,0,131
4,C# Generated,21,56,59
1,Visual Studio Solution,1,1,51
2,YAML,10,4,38
207,SUM,2124,952,46781
