files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.04  T=0.97 s (360.9 files/s 106413.2 lines/s)"
236,C#,7623,9688,42995
33,JSON,11,0,35480
29,XML,8,3,3549
20,Text,76,0,1141
8,YAML,165,92,657
1,Properties,15,0,332
7,INI,0,0,204
6,MSBuild script,46,5,204
1,Markdown,138,0,194
1,Visual Studio Solution,1,1,77
6,C# Generated,24,54,65
1,make,9,0,42
349,SUM,8116,9843,84940
