files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.04  T=3.97 s (245.9 files/s 86982.1 lines/s)"
37,JSON,0,0,129565
731,C#,27245,12455,88504
107,XAML,7702,7260,64491
37,XML,12,51,3580
25,Text,15,0,1682
1,Properties,17,0,872
7,MSBuild script,0,1,465
10,INI,47,0,408
8,Markdown,62,0,226
1,Visual Studio Solution,0,1,157
9,C# Generated,46,122,135
1,CSS,18,2,99
2,YAML,7,11,25
976,SUM,35171,19903,290209
