project,key,type,severity,rule,rule_name,file,line,message,effort,tags
Riter,dc895540-5ef8-4fda-beb0-9e6aea129536,CODE_SMELL,MINOR,csharpsquid:S1192,csharpsquid:S1192,Riter:src/Riter/Core/IO/FileStorage.cs,21,Define a constant instead of using this literal 'RiterApp' 6 times.,4min,design
Riter,1f254c70-bb2d-4e4f-aa44-12fa8ea1f136,CODE_SMELL,MINOR,csharpsquid:S1192,csharpsquid:S1192,Riter:src/Riter/Services/ThemeService.cs,31,Define a constant instead of using this literal '#7d7d7d' 4 times.,4min,design
Riter,befb7728-e81f-4b65-a79c-2ded6c6a92a0,CODE_SMELL,MAJOR,csharpsquid:S107,csharpsquid:S107,Riter:src/Riter/ViewModel/PaletteStateOrchestratorViewModel.cs,11,"Constructor has 13 parameters, which is greater than the 7 authorized.",20min,brain-overload
Riter,e597bf7b-1753-4614-a7b7-da5b3998dbda,CODE_SMELL,MINOR,csharpsquid:S2486,csharpsquid:S2486,Riter:src/Riter/Core/UI/SubPanels/UpdatePanel.xaml.cs,40,Handle the exception or explain in a comment why it can be ignored.,1h,"cwe,error-handling,suspicious"
Riter,69380383-ab0a-4707-98c6-a9f45269e2ba,CODE_SMELL,MAJOR,csharpsquid:S108,csharpsquid:S108,Riter:src/Riter/Core/UI/SubPanels/UpdatePanel.xaml.cs,41,Either remove or fill this block of code.,5min,suspicious
Riter,b96a8d3c-efe3-4331-86e9-d5a7a7384df6,CODE_SMELL,MAJOR,csharpsquid:S112,csharpsquid:S112,Riter:src/Riter/Core/UI/SubPanels/UpdatePanel.xaml.cs,62,'System.Exception' should not be thrown by user code.,20min,"cwe,error-handling"
Riter,15bff77c-5e57-4392-8300-1ecb5ba6ea54,CODE_SMELL,INFO,external_roslyn:CA1822,external_roslyn:CA1822,Riter:src/Riter/Core/UI/SubPanels/UpdatePanel.xaml.cs,113,Member 'CreateUpdateScript' does not access instance data and can be marked as static,0min,
Riter,334c9a56-1ee1-4a54-8ac6-519effb4b989,CODE_SMELL,MINOR,csharpsquid:S2325,csharpsquid:S2325,Riter:src/Riter/Core/UI/SubPanels/UpdatePanel.xaml.cs,113,Make 'CreateUpdateScript' a static method.,5min,pitfall
Riter,2a741de4-a39c-49a5-b1a5-d3c3eaf2dec8,CODE_SMELL,MAJOR,csharpsquid:S1118,csharpsquid:S1118,Riter:src/Riter/Core/ApplicationVersionMapper.cs,4,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,design
Riter,89e72708-8ca6-4f55-b8c4-8c3c01c64971,CODE_SMELL,MAJOR,csharpsquid:S1118,csharpsquid:S1118,Riter:src/Riter/Services/AutomaticUpdateService.cs,6,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,design
Riter,07ab459c-7426-488e-b61e-fc686bfa63b3,CODE_SMELL,MAJOR,csharpsquid:S1066,csharpsquid:S1066,Riter:src/Riter/Services/HotkeyCommandService.cs,24,Merge this if statement with the enclosing one.,5min,clumsy
Riter,957d004c-3533-4d92-b95b-74eea1b627d3,CODE_SMELL,MINOR,csharpsquid:S3267,csharpsquid:S3267,Riter:src/Riter/Core/UI/MainInkCanvasControl.xaml.cs,204,"Loops should be simplified using the ""Where"" LINQ method",5min,
Riter,7d7ca585-ec68-4da5-990f-e7ee745a4aa1,CODE_SMELL,MAJOR,csharpsquid:S2971,csharpsquid:S2971,Riter:src/Riter/Core/UI/SubPanels/KeyboardHotKeys.xaml.cs,90,Drop 'Where' and move the condition into the 'FirstOrDefault'.,5min,clumsy
Riter,dc8f575b-779a-4f20-b6c5-eb1635b0db72,CODE_SMELL,CRITICAL,csharpsquid:S2696,csharpsquid:S2696,Riter:src/Riter/MainWindow.xaml.cs,50,"Remove this set, which updates a 'static' field from an instance method.",20min,multi-threading
Riter,df61f47e-b800-42c8-93e4-05c9fdfa59b8,CODE_SMELL,MINOR,csharpsquid:S1075,csharpsquid:S1075,Riter:src/Riter/Core/AppSettings.cs,21,Refactor your code not to use hardcoded absolute paths or URIs.,20min,
Riter,bf749829-db28-42d5-91ae-2bea95a7ca55,CODE_SMELL,CRITICAL,csharpsquid:S1006,csharpsquid:S1006,Riter:src/Riter/Core/Shape/FilledRectangleDrawer.cs,12,Remove the default parameter value to match the signature of overridden method.,2min,pitfall
Riter,5e537282-1b3c-4c3d-9136-b27c0d21c02e,CODE_SMELL,MAJOR,csharpsquid:S3358,csharpsquid:S3358,Riter:src/Riter/Core/HiddenAllToVisibilityConverter.cs,8,Extract this nested ternary operation into an independent statement.,5min,confusing
Riter,fb64aee6-fe0f-4fbe-b1df-20d0029027d5,CODE_SMELL,CRITICAL,csharpsquid:S1006,csharpsquid:S1006,Riter:src/Riter/Core/Shape/ArrowDrawer.cs,13,Remove the default parameter value to match the signature of overridden method.,2min,pitfall
Riter,bfd9013a-75af-4efb-bb19-b6c6c5d778f7,CODE_SMELL,CRITICAL,csharpsquid:S1006,csharpsquid:S1006,Riter:src/Riter/Core/Shape/CircleDrawer.cs,11,Remove the default parameter value to match the signature of overridden method.,2min,pitfall
Riter,7ec9a3ea-8e93-41ec-b8d9-e61ba85ad18b,CODE_SMELL,CRITICAL,csharpsquid:S1006,csharpsquid:S1006,Riter:src/Riter/Core/Shape/DatabaseDrawer.cs,13,Remove the default parameter value to match the signature of overridden method.,2min,pitfall
Riter,13ea0d11-14d7-4cf5-8550-96fa7364181d,CODE_SMELL,CRITICAL,csharpsquid:S1006,csharpsquid:S1006,Riter:src/Riter/Core/Shape/LineDrawer.cs,12,Remove the default parameter value to match the signature of overridden method.,2min,pitfall
Riter,3a3c41d6-e448-452c-8348-4920a041fdfc,CODE_SMELL,CRITICAL,csharpsquid:S1006,csharpsquid:S1006,Riter:src/Riter/Core/Shape/RectangleDrawer.cs,11,Remove the default parameter value to match the signature of overridden method.,2min,pitfall
Riter,f172e270-2347-4d9d-befc-619f082cf8d2,CODE_SMELL,MAJOR,csharpsquid:S1118,csharpsquid:S1118,Riter:src/Riter/Core/IO/FileStorage.cs,8,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,design
Riter,e243d117-29e1-42d8-836f-12d8cb14d340,CODE_SMELL,MINOR,csharpsquid:S3604,csharpsquid:S3604,Riter:src/Riter/Core/UI/SubPanels/KeyboardHotKeys.xaml.cs,14,"Remove the member initializer, all constructors set an initial value for the member.",1min,
Riter,2312c054-ffa2-4ae7-8887-36bd60b79f60,CODE_SMELL,INFO,external_roslyn:SYSLIB1054,external_roslyn:SYSLIB1054,Riter:src/Riter/MainWindow.xaml.cs,56,Mark the method 'SetWindowsHookEx' with 'LibraryImportAttribute' instead of 'DllImportAttribute' to generate P/Invoke marshalling code at compile time,0min,
Riter,a9cc4041-f91f-4c8b-9b28-f6cb71bd1b44,CODE_SMELL,INFO,external_roslyn:SYSLIB1054,external_roslyn:SYSLIB1054,Riter:src/Riter/MainWindow.xaml.cs,60,Mark the method 'UnhookWindowsHookEx' with 'LibraryImportAttribute' instead of 'DllImportAttribute' to generate P/Invoke marshalling code at compile time,0min,
Riter,0b4e3368-6840-44e1-91a0-cd867b571e01,CODE_SMELL,INFO,external_roslyn:SYSLIB1054,external_roslyn:SYSLIB1054,Riter:src/Riter/MainWindow.xaml.cs,63,Mark the method 'CallNextHookEx' with 'LibraryImportAttribute' instead of 'DllImportAttribute' to generate P/Invoke marshalling code at compile time,0min,
Riter,f765d47c-267c-4761-b26e-c6f1ebfaabc5,CODE_SMELL,INFO,external_roslyn:CA2101,external_roslyn:CA2101,Riter:src/Riter/MainWindow.xaml.cs,65,Specify marshaling for P/Invoke string arguments,0min,
Riter,2152f24c-693c-4eee-b533-243361a3fc5c,CODE_SMELL,INFO,external_roslyn:SYSLIB1054,external_roslyn:SYSLIB1054,Riter:src/Riter/MainWindow.xaml.cs,66,Mark the method 'GetModuleHandle' with 'LibraryImportAttribute' instead of 'DllImportAttribute' to generate P/Invoke marshalling code at compile time,0min,
Riter,4009c7dd-ef0d-4f89-a6be-955f16250deb,CODE_SMELL,MAJOR,csharpsquid:S3010,csharpsquid:S3010,Riter:src/Riter/MainWindow.xaml.cs,31,Remove this assignment of '_orchestratorViewModel' or initialize it statically.,20min,
Riter,c7504b19-947d-45bf-ac93-4a1d3b2043cb,CODE_SMELL,CRITICAL,csharpsquid:S3776,csharpsquid:S3776,Riter:src/Riter/MainWindow.xaml.cs,75,Refactor this method to reduce its Cognitive Complexity from 25 to the 15 allowed.,6min,brain-overload
Riter,1c35433c-2542-44b0-885d-f8cff6e69ef6,CODE_SMELL,MINOR,csharpsquid:S2386,csharpsquid:S2386,Riter:src/Riter/Core/Drawing/ColorPalette.cs,7,Use an immutable collection or reduce the accessibility of the public static field 'Colors'.,15min,"cwe,unpredictable"
Riter,6ed34941-a423-46d4-9249-06a0adb77891,CODE_SMELL,MINOR,csharpsquid:S3963,csharpsquid:S3963,Riter:src/Riter/ViewModel/StateHandlers/ButtonSelectedStateHandler.cs,10,Initialize all 'static fields' inline and remove the 'static constructor'.,5min,
Riter,c82298fa-af9d-4206-bf51-51b2189abbd2,CODE_SMELL,CRITICAL,csharpsquid:S2696,csharpsquid:S2696,Riter:src/Riter/ViewModel/StateHandlers/ButtonSelectedStateHandler.cs,36,"Remove this set, which updates a 'static' field from an instance method.",20min,multi-threading
Riter,fe326668-e2d4-4214-95cd-e463f05cda7c,CODE_SMELL,CRITICAL,csharpsquid:S2696,csharpsquid:S2696,Riter:src/Riter/ViewModel/StateHandlers/ButtonSelectedStateHandler.cs,43,"Remove this set, which updates a 'static' field from an instance method.",20min,multi-threading
Riter,80d0a81f-fe7f-439d-b94c-97e2755784b4,CODE_SMELL,MINOR,csharpsquid:S2292,csharpsquid:S2292,Riter:src/Riter/Services/StrokeHistoryService.cs,24,Make this an auto-implemented property and remove its backing field.,5min,clumsy
Riter,cb1e7ca0-1d38-4b78-b9fd-a5cb10c5697a,CODE_SMELL,MAJOR,csharpsquid:S1118,csharpsquid:S1118,Riter:src/Riter/Core/Consts/ButtonNames.cs,4,Add a 'protected' constructor or the 'static' keyword to the class declaration.,10min,design
Riter,24fc1f0b-b389-4c07-8956-c15188473c20,BUG,MINOR,csharpsquid:S3887,csharpsquid:S3887,Riter:src/Riter/Core/Drawing/ColorPalette.cs,7,Use an immutable collection or reduce the accessibility of the non-private readonly field 'Colors'.,15min,
