project,key,type,severity,rule,rule_name,file,line,message,effort,tags
SoundFlow,f64d3660-16ef-436b-8575-6b06ac892d9a,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,49,Missing XML comment for publicly visible type or member 'Result.ProtocolNotSupported',0min,
SoundFlow,2946ac4d-90a4-4aba-a1b3-bd0159e456e9,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,50,Missing XML comment for publicly visible type or member 'Result.ProtocolFamilyNotSupported',0min,
SoundFlow,16ee22e7-2e34-480b-ba49-eaa50a040fb4,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,51,Missing XML comment for publicly visible type or member 'Result.AddressFamilyNotSupported',0min,
SoundFlow,c3dc26e7-29f4-49b7-a8bc-145aae336ecc,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,52,Missing XML comment for publicly visible type or member 'Result.SocketNotSupported',0min,
SoundFlow,ad162263-d115-4814-b58c-a05c0802bb58,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,53,Missing XML comment for publicly visible type or member 'Result.ConnectionReset',0min,
SoundFlow,9e14afd8-3207-4503-9c23-dc152ad3ca77,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,54,Missing XML comment for publicly visible type or member 'Result.AlreadyConnected',0min,
SoundFlow,29bffbff-23b3-4a11-8a61-dd877b8d3f93,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,55,Missing XML comment for publicly visible type or member 'Result.NotConnected',0min,
SoundFlow,88a75176-ae6b-4286-9970-e046e842b452,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,56,Missing XML comment for publicly visible type or member 'Result.ConnectionRefused',0min,
SoundFlow,d4e1c0b3-df75-4de3-9f1a-4887b3206590,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,57,Missing XML comment for publicly visible type or member 'Result.NoHost',0min,
SoundFlow,59313124-1b0f-4f3e-aec9-a0944b480452,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,58,Missing XML comment for publicly visible type or member 'Result.InProgress',0min,
SoundFlow,5baa96ee-6afd-4d73-be64-006cd6ef5993,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,59,Missing XML comment for publicly visible type or member 'Result.Cancelled',0min,
SoundFlow,f5b86426-4f44-48c7-8043-5060ab730d25,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,60,Missing XML comment for publicly visible type or member 'Result.MemoryAlreadyMapped',0min,
SoundFlow,211c1d8b-d136-4e88-95b8-b7c4b96aa00b,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,63,Missing XML comment for publicly visible type or member 'Result.CrcMismatch',0min,
SoundFlow,cdb392fc-5a5e-40a5-99df-a2083a6871d8,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,66,Missing XML comment for publicly visible type or member 'Result.FormatNotSupported',0min,
SoundFlow,e6f0adf6-2f76-4528-81b7-384fbad88b1f,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,67,Missing XML comment for publicly visible type or member 'Result.DeviceTypeNotSupported',0min,
SoundFlow,e026965c-f246-43bb-b681-298d1aa3fff6,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,68,Missing XML comment for publicly visible type or member 'Result.ShareModeNotSupported',0min,
SoundFlow,e23d8187-5d4a-4bed-93d5-9a4675f40e83,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,69,Missing XML comment for publicly visible type or member 'Result.NoBackend',0min,
SoundFlow,ba54d429-69ae-47ab-b055-978d165c3bd1,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,70,Missing XML comment for publicly visible type or member 'Result.NoDevice',0min,
SoundFlow,453bbbcd-95f2-458e-b6bf-a0f0eb7a1747,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,71,Missing XML comment for publicly visible type or member 'Result.ApiNotFound',0min,
SoundFlow,385ec813-821b-4462-8163-6b97ac6eb4b7,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,72,Missing XML comment for publicly visible type or member 'Result.InvalidDeviceConfig',0min,
SoundFlow,8f602af0-6bde-4436-bdfc-3bab12fc0467,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,73,Missing XML comment for publicly visible type or member 'Result.Loop',0min,
SoundFlow,51f1308d-2fc6-4256-9cc4-298b8847df58,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,74,Missing XML comment for publicly visible type or member 'Result.BackendNotEnabled',0min,
SoundFlow,d0796fad-7504-47c5-8716-5d83d5fd1b03,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,77,Missing XML comment for publicly visible type or member 'Result.DeviceNotInitialized',0min,
SoundFlow,961eeee4-ed51-4678-9741-ea0ec626e494,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,78,Missing XML comment for publicly visible type or member 'Result.DeviceAlreadyInitialized',0min,
SoundFlow,89489461-4949-474e-9ac5-43d541ada564,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,79,Missing XML comment for publicly visible type or member 'Result.DeviceNotStarted',0min,
SoundFlow,d6075c5f-4559-4e56-a682-751d81300316,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,80,Missing XML comment for publicly visible type or member 'Result.DeviceNotStopped',0min,
SoundFlow,f7a0f238-ef77-49a1-b970-2b2cbc387597,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,83,Missing XML comment for publicly visible type or member 'Result.FailedToInitBackend',0min,
SoundFlow,2982f8dc-3406-4dc6-ac31-e825e67c6366,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,84,Missing XML comment for publicly visible type or member 'Result.FailedToOpenBackendDevice',0min,
SoundFlow,13fd95f3-bf0b-47d7-b018-63513bb200a1,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,85,Missing XML comment for publicly visible type or member 'Result.FailedToStartBackendDevice',0min,
SoundFlow,da0df2b9-fe2c-47bf-8a7b-272a143fbdc8,CODE_SMELL,MAJOR,external_roslyn:CS1591,external_roslyn:CS1591,SoundFlow:Src/Enums/Result.cs,86,Missing XML comment for publicly visible type or member 'Result.FailedToStopBackendDevice',0min,
SoundFlow,505dd96c-0b7a-4a1a-a639-7bfcbddc5424,CODE_SMELL,CRITICAL,csharpsquid:S3776,csharpsquid:S3776,SoundFlow:Src/Experimental/NoiseReductionModifier.cs,126,Refactor this method to reduce its Cognitive Complexity from 30 to the 15 allowed.,6min,brain-overload
SoundFlow,320019d6-dbf4-406b-be4e-f6e256cd0925,CODE_SMELL,CRITICAL,csharpsquid:S3776,csharpsquid:S3776,SoundFlow:Src/Modifiers/AlgorithmicReverbModifier.cs,184,Refactor this method to reduce its Cognitive Complexity from 22 to the 15 allowed.,6min,brain-overload
SoundFlow,5ff1db2f-836a-4939-97d5-2d59cf45a615,CODE_SMELL,MINOR,csharpsquid:S3260,csharpsquid:S3260,SoundFlow:Src/Modifiers/AlgorithmicReverbModifier.cs,310,Private classes which are not derived in the current assembly should be marked as 'sealed'.,5min,performance
SoundFlow,741562bd-5b9e-4b17-8134-e179034a50e7,CODE_SMELL,CRITICAL,csharpsquid:S4487,csharpsquid:S4487,SoundFlow:Src/Modifiers/AlgorithmicReverbModifier.cs,318,Remove this unread private field '_delay' or refactor the code to use its value.,5min,"cwe,unused"
SoundFlow,9fcea1b2-4d6e-429f-ad46-8f8c10d89d50,CODE_SMELL,MINOR,csharpsquid:S2292,csharpsquid:S2292,SoundFlow:Src/Modifiers/AlgorithmicReverbModifier.cs,328,Make this an auto-implemented property and remove its backing field.,5min,clumsy
SoundFlow,937d196c-3f09-4cb8-9aae-08029197db06,CODE_SMELL,MAJOR,csharpsquid:S1144,csharpsquid:S1144,SoundFlow:Src/Modifiers/AlgorithmicReverbModifier.cs,330,Remove the unused private get accessor in property 'Feedback'.,2min,unused
SoundFlow,13b6219b-692d-4420-8a85-e29c68b754be,CODE_SMELL,MAJOR,csharpsquid:S1144,csharpsquid:S1144,SoundFlow:Src/Modifiers/AlgorithmicReverbModifier.cs,336,Remove the unused private get accessor in property 'Damp'.,2min,unused
SoundFlow,0e9fcce7-fd1d-4d2b-91a5-62fb3998ad04,CODE_SMELL,MINOR,csharpsquid:S3260,csharpsquid:S3260,SoundFlow:Src/Modifiers/AlgorithmicReverbModifier.cs,372,Private classes which are not derived in the current assembly should be marked as 'sealed'.,5min,performance
SoundFlow,8bc51de2-4d6c-49b6-9571-9d69258d3730,CODE_SMELL,MINOR,csharpsquid:S3260,csharpsquid:S3260,SoundFlow:Src/Modifiers/MultiChannelChorusModifier.cs,10,Private classes which are not derived in the current assembly should be marked as 'sealed'.,5min,performance
SoundFlow,a078101f-4fe8-448e-a3ac-49338d216622,CODE_SMELL,CRITICAL,csharpsquid:S927,csharpsquid:S927,SoundFlow:Src/Providers/AssetDataProvider.cs,79,Rename parameter 'sampleOffset' to 'offset' to match the interface declaration.,10min,suspicious
SoundFlow,4192e96b-bab3-40b6-84fe-7f4061d8bd80,CODE_SMELL,CRITICAL,csharpsquid:S927,csharpsquid:S927,SoundFlow:Src/Providers/ChunkedDataProvider.cs,137,Rename parameter 'sampleOffset' to 'offset' to match the interface declaration.,10min,suspicious
SoundFlow,b39804b9-6db9-46f4-8785-055c858dbaca,CODE_SMELL,MAJOR,csharpsquid:S3881,csharpsquid:S3881,SoundFlow:Src/Providers/MicrophoneDataProvider.cs,12,Fix this implementation of 'IDisposable' to conform to the dispose pattern.,10min,pitfall
SoundFlow,553e8a21-84a3-4ad1-a051-8744d0424ef4,CODE_SMELL,INFO,external_roslyn:CA1816,external_roslyn:CA1816,SoundFlow:Src/Providers/MicrophoneDataProvider.cs,162,Change MicrophoneDataProvider.Dispose() to call GC.SuppressFinalize(object). This will prevent derived types that introduce a finalizer from needing to re-implement 'IDisposable' to call it.,0min,
SoundFlow,3cb25f47-cf96-4145-8832-a8f97c75456b,CODE_SMELL,CRITICAL,csharpsquid:S927,csharpsquid:S927,SoundFlow:Src/Providers/NetworkDataProvider.cs,117,Rename parameter 'sampleOffset' to 'offset' to match the interface declaration.,10min,suspicious
SoundFlow,28159ded-0f96-440a-b6ba-052af4b665be,CODE_SMELL,MAJOR,csharpsquid:S1066,csharpsquid:S1066,SoundFlow:Src/Providers/NetworkDataProvider.cs,166,Merge this if statement with the enclosing one.,5min,clumsy
SoundFlow,7402c97c-6f35-4485-b4d5-7cf3fe38ea42,CODE_SMELL,MINOR,csharpsquid:S3260,csharpsquid:S3260,SoundFlow:Src/Providers/NetworkDataProvider.cs,663,Private classes which are not derived in the current assembly should be marked as 'sealed'.,5min,performance
SoundFlow,ef84e4c4-3a55-4f83-9eca-de09886fcd80,CODE_SMELL,CRITICAL,csharpsquid:S927,csharpsquid:S927,SoundFlow:Src/Providers/StreamDataProvider.cs,61,Rename parameter 'sampleOffset' to 'offset' to match the interface declaration.,10min,suspicious
SoundFlow,767ea9ce-9f83-4452-9a2c-0bcd3c0993bf,CODE_SMELL,MAJOR,csharpsquid:S127,csharpsquid:S127,SoundFlow:Src/Utils/MathHelper.cs,208,Do not update the loop counter 'j' within the loop body.,10min,pitfall
SoundFlow,e522758c-afee-4c7a-a594-5d4f0d4465be,CODE_SMELL,MAJOR,csharpsquid:S127,csharpsquid:S127,SoundFlow:Src/Utils/MathHelper.cs,211,Do not update the loop counter 'j' within the loop body.,10min,pitfall
SoundFlow,37baf017-1370-4896-9032-86c263404ed2,CODE_SMELL,CRITICAL,csharpsquid:S3776,csharpsquid:S3776,SoundFlow:Src/Visualization/LevelMeterAnalyzer.cs,34,Refactor this method to reduce its Cognitive Complexity from 20 to the 15 allowed.,6min,brain-overload
SoundFlow,f4a390cc-5277-4c38-b795-4ccf1de7435a,CODE_SMELL,MAJOR,csharpsquid:S3881,csharpsquid:S3881,SoundFlow:Src/Visualization/LevelMeterVisualizer.cs,9,Fix this implementation of 'IDisposable' to conform to the dispose pattern.,10min,pitfall
SoundFlow,4f305e7f-014d-4722-b6a5-3a81bc9cdc2d,CODE_SMELL,MAJOR,csharpsquid:S6561,csharpsquid:S6561,SoundFlow:Src/Visualization/LevelMeterVisualizer.cs,74,"Avoid using ""DateTime.Now"" for benchmarking or timespan calculation operations.",10min,
SoundFlow,59dce6bc-679b-4d96-a975-5f047cda02f0,CODE_SMELL,INFO,external_roslyn:CA1816,external_roslyn:CA1816,SoundFlow:Src/Visualization/LevelMeterVisualizer.cs,100,Change LevelMeterVisualizer.Dispose() to call GC.SuppressFinalize(object). This will prevent derived types that introduce a finalizer from needing to re-implement 'IDisposable' to call it.,0min,
SoundFlow,19437cf6-ae0a-48a6-8f7e-b03c221dda1a,CODE_SMELL,MAJOR,csharpsquid:S3881,csharpsquid:S3881,SoundFlow:Src/Visualization/SpectrumVisualizer.cs,9,Fix this implementation of 'IDisposable' to conform to the dispose pattern.,10min,pitfall
SoundFlow,31c0be34-a819-4ac3-9c6f-7e8c852552d2,CODE_SMELL,INFO,external_roslyn:CA1816,external_roslyn:CA1816,SoundFlow:Src/Visualization/SpectrumVisualizer.cs,78,Change SpectrumVisualizer.Dispose() to call GC.SuppressFinalize(object). This will prevent derived types that introduce a finalizer from needing to re-implement 'IDisposable' to call it.,0min,
SoundFlow,eb06a213-8719-4310-b420-481cdcb075ab,CODE_SMELL,MAJOR,csharpsquid:S3881,csharpsquid:S3881,SoundFlow:Src/Visualization/WaveformVisualizer.cs,9,Fix this implementation of 'IDisposable' to conform to the dispose pattern.,10min,pitfall
SoundFlow,5260cada-a80f-470b-8789-7fbdd2e122fc,CODE_SMELL,INFO,external_roslyn:CA1822,external_roslyn:CA1822,SoundFlow:Src/Visualization/WaveformVisualizer.cs,37,Member 'Size' does not access instance data and can be marked as static,0min,
SoundFlow,9da3c964-a01d-4b1b-b226-21ebaa78b99d,CODE_SMELL,MINOR,csharpsquid:S2325,csharpsquid:S2325,SoundFlow:Src/Visualization/WaveformVisualizer.cs,37,Make 'Size' a static property.,5min,pitfall
SoundFlow,3462dcf4-cf6b-45e0-844b-9ac0fc80c9e2,CODE_SMELL,INFO,external_roslyn:CA1816,external_roslyn:CA1816,SoundFlow:Src/Visualization/WaveformVisualizer.cs,76,Change WaveformVisualizer.Dispose() to call GC.SuppressFinalize(object). This will prevent derived types that introduce a finalizer from needing to re-implement 'IDisposable' to call it.,0min,
SoundFlow,ef226e46-2583-48dc-9ab0-96191a571941,BUG,MAJOR,csharpsquid:S3168,csharpsquid:S3168,SoundFlow:Src/Providers/NetworkDataProvider.cs,538,Return 'Task' instead.,15min,"multi-threading,async-await"
SoundFlow,ca734166-ac46-4718-99ff-521dfb47a22a,BUG,MAJOR,csharpsquid:S1244,csharpsquid:S1244,SoundFlow:Src/Modifiers/CompressorModifier.cs,89,"Do not check floating point equality with exact values, use a range instead.",5min,
SoundFlow,3a4c0f8b-0f48-407d-b0e3-32128baf0a97,BUG,MAJOR,csharpsquid:S3168,csharpsquid:S3168,SoundFlow:Src/Providers/NetworkDataProvider.cs,133,Return 'Task' instead.,15min,"multi-threading,async-await"
